,Province/State,Country/Region,Lat,Long,date,cases
466,Gansu,China,35.7518,104.2861,2020-02-05,62
467,Guangdong,China,23.3417,113.4244,2020-02-05,895
468,Guangxi,China,23.8298,108.7881,2020-02-05,150
469,Guizhou,China,26.8154,106.8748,2020-02-05,64
470,Hainan,China,19.1959,109.7453,2020-02-05,99
471,Hebei,China,39.549,116.1306,2020-02-05,135
472,Heilongjiang,China,47.861999999999995,127.7615,2020-02-05,190
473,Henan,China,37.8957,114.9042,2020-02-05,764
474,Hong Kong,China,22.3,114.2,2020-02-05,21
475,Hubei,China,30.9756,112.2707,2020-02-05,19665
476,Hunan,China,27.6104,111.7088,2020-02-05,661
477,Inner Mongolia,China,44.0935,113.9448,2020-02-05,42
478,Jiangsu,China,32.9711,119.455,2020-02-05,341
